Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Sex_I,Sex_M,Rings
0.475,0.37,0.11,0.4895,0.2185,0.107,0.146,False,True,8
0.55,0.45,0.145,0.741,0.295,0.1435,0.2665,False,False,10
0.62,0.48,0.165,1.043,0.4835,0.221,0.31,False,False,10
0.58,0.46,0.13,0.921,0.357,0.181,0.29,False,True,13
0.56,0.45,0.16,0.922,0.432,0.178,0.26,False,True,15
0.495,0.38,0.12,0.512,0.233,0.1205,0.136,True,False,7
0.625,0.48,0.185,1.2065,0.587,0.29,0.286,False,True,8
0.35,0.27,0.075,0.215,0.1,0.036,0.065,True,False,6
0.515,0.35,0.105,0.4745,0.213,0.123,0.1275,True,False,10
0.46,0.35,0.125,0.5165,0.1885,0.1145,0.185,False,True,9
0.36,0.27,0.09,0.219,0.097,0.0405,0.065,True,False,6
0.59,0.46,0.145,0.9015,0.419,0.1785,0.26,True,False,11
0.5,0.405,0.155,0.772,0.346,0.1535,0.245,False,True,12
0.625,0.49,0.2,1.3825,0.5895,0.285,0.381,False,False,11
0.5,0.39,0.13,0.5075,0.2115,0.104,0.1755,True,False,9
0.66,0.485,0.155,1.2275,0.61,0.274,0.3,False,True,8
0.49,0.385,0.125,0.609,0.3065,0.096,0.1775,False,True,8
0.55,0.425,0.15,0.806,0.376,0.171,0.245,True,False,14
0.45,0.335,0.14,0.478,0.1865,0.115,0.16,False,True,11
0.45,0.33,0.105,0.448,0.208,0.089,0.12,True,False,9
0.32,0.24,0.09,0.1575,0.07,0.0265,0.0425,True,False,5
0.43,0.34,0.12,0.391,0.1555,0.095,0.1405,False,False,7
0.335,0.255,0.075,0.1635,0.0615,0.0345,0.057,False,True,8
0.65,0.485,0.14,1.175,0.475,0.2435,0.215,False,True,8
0.61,0.485,0.175,1.2445,0.544,0.297,0.345,False,True,12
0.29,0.225,0.075,0.14,0.0515,0.0235,0.04,False,False,5
0.525,0.41,0.115,0.7745,0.416,0.163,0.18,False,False,7
0.68,0.52,0.185,1.494,0.615,0.3935,0.406,False,False,11
0.415,0.31,0.09,0.3245,0.1305,0.0735,0.115,False,True,8
0.525,0.43,0.135,0.8435,0.4325,0.18,0.1815,False,False,9
0.43,0.325,0.1,0.3645,0.1575,0.0825,0.105,True,False,7
0.455,0.35,0.105,0.416,0.1625,0.097,0.145,False,True,11
0.205,0.155,0.045,0.0425,0.017,0.0055,0.0155,False,True,7
0.59,0.465,0.16,1.1005,0.506,0.2525,0.295,False,False,13
0.65,0.515,0.185,1.3745,0.75,0.1805,0.369,False,True,12
0.455,0.335,0.135,0.501,0.274,0.0995,0.1065,True,False,7
0.5,0.375,0.12,0.529,0.2235,0.123,0.16,True,False,8
0.595,0.475,0.17,1.0965,0.419,0.229,0.35,False,True,17
0.195,0.145,0.05,0.032,0.01,0.008,0.012,False,True,4
0.56,0.455,0.165,0.86,0.4015,0.1695,0.245,False,True,11
0.76,0.575,0.19,1.829,0.7035,0.386,0.56,False,True,14
0.635,0.515,0.165,1.229,0.5055,0.2975,0.3535,False,True,10
0.61,0.43,0.14,0.909,0.438,0.2,0.22,False,False,8
0.535,0.42,0.15,0.7365,0.2785,0.186,0.215,False,False,14
0.355,0.26,0.085,0.1905,0.081,0.0485,0.055,False,True,6
0.34,0.255,0.095,0.213,0.081,0.034,0.07,False,True,9
0.6,0.41,0.145,0.939,0.4475,0.196,0.268,False,True,8
0.65,0.49,0.155,1.122,0.545,0.228,0.3055,False,False,9
0.48,0.38,0.125,0.6245,0.3395,0.1085,0.1665,True,False,8
0.56,0.43,0.125,0.8025,0.313,0.1715,0.263,False,False,13
0.325,0.245,0.07,0.161,0.0755,0.0255,0.045,True,False,6
0.455,0.375,0.125,0.458,0.1985,0.111,0.12,False,False,10
0.42,0.32,0.115,0.376,0.169,0.092,0.1,True,False,5
0.655,0.52,0.175,1.472,0.6275,0.27,0.45,False,False,13
0.615,0.525,0.155,1.1375,0.367,0.236,0.37,False,True,20
0.69,0.54,0.185,1.71,0.7725,0.3855,0.4325,False,True,8
0.58,0.45,0.16,0.8675,0.3935,0.221,0.215,False,True,9
0.445,0.345,0.14,0.476,0.2055,0.1015,0.1085,False,True,15
0.325,0.2,0.08,0.0995,0.0395,0.0225,0.032,True,False,8
0.68,0.52,0.175,1.543,0.7525,0.351,0.374,False,True,11
0.625,0.47,0.18,1.136,0.451,0.3245,0.305,False,True,11
0.625,0.485,0.16,1.15,0.5255,0.257,0.3315,True,False,11
0.47,0.375,0.12,0.5805,0.266,0.0935,0.169,False,True,8
0.615,0.455,0.15,0.9335,0.382,0.247,0.2615,False,True,10
0.55,0.44,0.125,0.765,0.33,0.2125,0.245,False,False,9
0.72,0.545,0.195,1.7475,0.8215,0.383,0.4705,False,True,11
0.475,0.365,0.115,0.459,0.2175,0.093,0.1165,True,False,7
0.535,0.405,0.175,1.2705,0.548,0.3265,0.337,False,True,13
0.65,0.515,0.175,1.466,0.677,0.3045,0.4,False,True,10
0.375,0.275,0.1,0.2325,0.1165,0.042,0.065,True,False,6
0.52,0.41,0.16,0.712,0.2845,0.153,0.225,False,False,10
0.27,0.19,0.06,0.099,0.0445,0.017,0.03,True,False,5
0.29,0.21,0.075,0.275,0.113,0.0675,0.035,False,False,6
0.7,0.525,0.175,1.7585,0.8745,0.3615,0.47,False,True,10
0.425,0.35,0.1,0.4425,0.175,0.0755,0.175,False,False,7
0.64,0.485,0.16,1.006,0.456,0.2245,0.2835,False,True,9
0.45,0.35,0.125,0.4435,0.185,0.09,0.145,False,False,11
0.555,0.43,0.165,0.7575,0.2735,0.1635,0.275,False,True,13
0.695,0.535,0.2,1.5855,0.667,0.334,0.471,False,False,11
0.62,0.51,0.175,1.1255,0.4985,0.227,0.315,False,False,14
0.64,0.5,0.18,1.4995,0.593,0.314,0.431,False,False,11
0.62,0.485,0.17,1.208,0.4805,0.3045,0.33,True,False,15
0.585,0.46,0.145,0.8465,0.339,0.167,0.295,True,False,10
0.495,0.38,0.12,0.474,0.197,0.1065,0.1545,False,True,10
0.64,0.485,0.15,1.098,0.5195,0.222,0.3175,False,True,10
0.675,0.54,0.21,1.593,0.686,0.318,0.45,False,False,11
0.68,0.545,0.185,1.672,0.7075,0.364,0.48,False,True,11
0.475,0.36,0.145,0.6325,0.2825,0.137,0.19,True,False,8
0.54,0.435,0.145,0.97,0.4285,0.22,0.264,True,False,17
0.605,0.475,0.175,1.201,0.5395,0.275,0.309,False,True,10
0.655,0.49,0.175,1.3585,0.6395,0.294,0.365,False,True,10
0.615,0.5,0.175,1.377,0.5585,0.33,0.292,False,False,12
0.43,0.325,0.09,0.425,0.217,0.087,0.095,True,False,7
0.515,0.4,0.125,0.615,0.2865,0.123,0.1765,False,False,8
0.59,0.47,0.16,1.206,0.479,0.2425,0.309,False,True,8
0.62,0.485,0.175,1.271,0.531,0.3075,0.37,False,False,11
0.5,0.375,0.14,0.5495,0.248,0.112,0.1585,True,False,7
0.565,0.45,0.175,1.0095,0.447,0.2375,0.2645,False,False,9
0.375,0.285,0.09,0.257,0.1045,0.062,0.075,True,False,7
0.67,0.54,0.195,1.619,0.74,0.3305,0.465,False,False,11
0.49,0.365,0.145,0.6345,0.1995,0.1625,0.22,False,False,10
0.58,0.5,0.165,0.925,0.37,0.185,0.3005,False,False,10
0.505,0.4,0.125,0.583,0.246,0.13,0.175,False,False,7
0.245,0.205,0.06,0.0765,0.034,0.014,0.0215,True,False,4
0.66,0.51,0.175,1.218,0.5055,0.303,0.37,False,True,11
0.48,0.37,0.125,0.474,0.179,0.1035,0.175,True,False,9
0.65,0.525,0.185,1.3455,0.586,0.278,0.3865,False,True,9
0.425,0.34,0.12,0.388,0.149,0.087,0.125,False,True,10
0.545,0.45,0.15,0.978,0.3365,0.1905,0.3,False,True,11
0.46,0.335,0.11,0.444,0.225,0.0745,0.11,True,False,8
0.62,0.5,0.15,1.293,0.596,0.3135,0.354,False,False,10
0.42,0.31,0.095,0.279,0.1255,0.051,0.088,True,False,6
0.605,0.47,0.16,1.0835,0.5405,0.2215,0.275,False,False,12
0.405,0.315,0.105,0.347,0.1605,0.0785,0.1,True,False,9
0.605,0.47,0.115,1.114,0.3925,0.291,0.31,False,True,15
0.295,0.22,0.085,0.1285,0.0585,0.027,0.0365,True,False,5
0.6,0.47,0.17,1.0805,0.4995,0.2245,0.3205,False,False,9
0.645,0.525,0.19,1.4635,0.6615,0.3435,0.435,False,False,19
0.505,0.39,0.115,0.66,0.3045,0.1555,0.175,False,False,8
0.575,0.43,0.155,0.7955,0.3485,0.1925,0.22,False,False,9
0.515,0.4,0.125,0.955,0.341,0.2535,0.26,False,True,13
0.46,0.345,0.105,0.449,0.196,0.0945,0.1265,True,False,7
0.43,0.335,0.12,0.397,0.1985,0.0865,0.1035,False,True,7
0.63,0.5,0.185,1.383,0.54,0.3315,0.38,False,False,10
0.465,0.365,0.115,0.467,0.2315,0.0925,0.113,True,False,7
0.515,0.405,0.14,0.8505,0.312,0.146,0.315,False,True,17
0.625,0.475,0.175,1.3405,0.656,0.283,0.337,False,True,10
0.54,0.425,0.14,0.742,0.32,0.1395,0.25,True,False,9
0.63,0.49,0.15,1.1955,0.5845,0.257,0.3,False,True,9
0.63,0.505,0.17,1.0915,0.4615,0.266,0.3,False,True,9
0.59,0.45,0.16,0.998,0.445,0.214,0.301,False,True,9
0.39,0.29,0.125,0.3055,0.121,0.082,0.09,False,False,7
0.54,0.39,0.125,0.6255,0.2525,0.158,0.19,True,False,8
0.465,0.38,0.13,0.454,0.1895,0.08,0.155,True,False,11
0.655,0.455,0.17,1.2895,0.587,0.3165,0.3415,False,False,11
0.705,0.55,0.21,1.4385,0.655,0.3255,0.462,False,True,11
0.575,0.475,0.17,0.967,0.3775,0.284,0.275,True,False,13
0.28,0.205,0.1,0.1165,0.0545,0.0285,0.03,False,True,5
0.38,0.27,0.095,0.219,0.0835,0.0515,0.07,False,True,6
0.65,0.545,0.175,1.5245,0.59,0.326,0.495,False,False,10
0.64,0.49,0.135,1.1,0.488,0.2505,0.2925,True,False,10
0.47,0.375,0.105,0.441,0.167,0.0865,0.145,True,False,10
0.565,0.45,0.165,0.9765,0.322,0.244,0.37,False,False,12
0.505,0.38,0.13,0.693,0.391,0.1195,0.1515,False,False,8
0.66,0.535,0.19,1.5905,0.6425,0.297,0.5175,False,True,9
0.525,0.415,0.17,0.8325,0.2755,0.1685,0.31,False,False,13
0.61,0.485,0.18,1.2795,0.5735,0.2855,0.355,False,False,7
0.35,0.255,0.065,0.179,0.0705,0.0385,0.06,False,True,10
0.62,0.47,0.2,1.2255,0.381,0.27,0.435,False,False,23
0.385,0.315,0.11,0.286,0.1225,0.0635,0.0835,False,False,10
0.275,0.215,0.075,0.1155,0.0485,0.029,0.035,True,False,7
0.49,0.375,0.125,0.5445,0.279,0.115,0.13,True,False,8
0.445,0.335,0.11,0.4355,0.2025,0.1095,0.1195,False,False,6
0.35,0.265,0.095,0.199,0.073,0.049,0.06,True,False,5
0.525,0.38,0.135,0.615,0.261,0.159,0.175,True,False,8
0.465,0.36,0.105,0.431,0.172,0.107,0.175,False,True,9
0.52,0.425,0.155,0.7735,0.297,0.123,0.255,False,True,17
0.45,0.33,0.105,0.3715,0.1865,0.0785,0.0975,True,False,7
0.6,0.445,0.135,0.9205,0.445,0.2035,0.253,True,False,9
0.555,0.445,0.135,0.836,0.336,0.1625,0.275,False,True,13
0.395,0.295,0.09,0.3025,0.143,0.0665,0.0765,True,False,5
0.39,0.3,0.09,0.252,0.1065,0.053,0.08,True,False,7
0.43,0.34,0.12,0.3575,0.151,0.0645,0.1045,True,False,9
0.56,0.445,0.18,0.903,0.3575,0.2045,0.295,False,False,9
0.515,0.4,0.115,0.578,0.191,0.1445,0.17,False,False,9
0.525,0.38,0.125,0.65,0.303,0.155,0.159,False,True,7
0.44,0.34,0.12,0.4995,0.2965,0.0945,0.1185,True,False,6
0.405,0.305,0.1,0.271,0.0965,0.061,0.091,True,False,7
0.57,0.45,0.15,0.9645,0.531,0.189,0.209,False,False,9
0.415,0.325,0.1,0.313,0.139,0.0625,0.0965,True,False,7
0.72,0.565,0.2,1.787,0.718,0.385,0.529,False,True,11
0.59,0.465,0.15,0.997,0.392,0.246,0.34,False,False,12
0.425,0.33,0.115,0.406,0.1635,0.081,0.1355,False,False,8
0.57,0.445,0.145,0.8775,0.412,0.217,0.22,False,False,8
0.64,0.51,0.2,1.3905,0.61,0.3315,0.41,False,False,12
0.585,0.465,0.16,0.9555,0.4595,0.236,0.265,False,True,7
0.68,0.52,0.165,1.4775,0.724,0.279,0.406,False,True,11
0.565,0.425,0.1,0.7145,0.3055,0.166,0.18,False,True,12
0.29,0.21,0.06,0.1045,0.0415,0.022,0.035,True,False,5
0.185,0.13,0.045,0.029,0.012,0.0075,0.0095,True,False,4
0.435,0.335,0.11,0.4385,0.2075,0.0715,0.1315,False,True,7
0.565,0.44,0.155,0.9395,0.4275,0.214,0.27,False,False,12
0.54,0.385,0.14,0.7655,0.3265,0.116,0.2365,False,False,10
0.42,0.32,0.11,0.309,0.115,0.0645,0.0945,True,False,6
0.525,0.375,0.12,0.6315,0.3045,0.114,0.19,True,False,9
0.315,0.23,0.09,0.1285,0.043,0.04,0.04,True,False,7
0.465,0.37,0.11,0.445,0.1635,0.096,0.166,True,False,7
0.67,0.54,0.165,1.5015,0.518,0.358,0.505,False,False,14
0.42,0.34,0.125,0.4495,0.165,0.1125,0.144,False,True,11
0.38,0.285,0.1,0.2665,0.115,0.061,0.075,False,True,11
0.34,0.265,0.08,0.2015,0.09,0.0475,0.055,True,False,5
0.56,0.44,0.16,0.8645,0.3305,0.2075,0.26,False,True,10
0.455,0.355,0.12,0.4495,0.177,0.104,0.15,False,False,9
0.65,0.5,0.16,1.3825,0.702,0.304,0.3195,False,False,9
0.6,0.465,0.2,1.259,0.6405,0.1985,0.357,False,True,9
0.525,0.39,0.12,0.664,0.3115,0.147,0.178,True,False,9
0.54,0.415,0.155,0.702,0.322,0.167,0.19,True,False,10
0.55,0.425,0.16,0.793,0.343,0.2035,0.215,False,True,9
0.595,0.48,0.16,1.2095,0.5225,0.296,0.32,False,False,8
0.435,0.335,0.11,0.38,0.1695,0.086,0.11,False,False,9
0.545,0.41,0.125,0.654,0.2945,0.1315,0.205,False,False,10
0.46,0.365,0.11,0.4495,0.1755,0.102,0.15,True,False,8
0.65,0.525,0.19,1.6125,0.777,0.3685,0.3965,False,True,11
0.695,0.55,0.22,1.5515,0.566,0.3835,0.445,False,True,13
0.48,0.37,0.13,0.5885,0.2475,0.1505,0.1595,False,False,15
0.31,0.235,0.09,0.127,0.048,0.031,0.04,True,False,6
0.5,0.37,0.115,0.5745,0.306,0.112,0.141,True,False,7
0.615,0.495,0.2,1.219,0.564,0.227,0.3885,False,True,10
0.67,0.535,0.19,1.669,0.7465,0.2935,0.508,False,True,11
0.485,0.365,0.09,0.651,0.3165,0.132,0.18,True,False,8
0.635,0.49,0.155,1.145,0.4775,0.3035,0.3155,False,False,9
0.71,0.5,0.15,1.3165,0.6835,0.2815,0.28,False,False,10
0.635,0.485,0.155,1.073,0.467,0.1975,0.35,False,False,11
0.49,0.375,0.115,0.557,0.2275,0.1335,0.1765,True,False,8
0.71,0.55,0.17,1.614,0.743,0.345,0.45,False,False,11
0.56,0.435,0.15,0.8715,0.4755,0.1835,0.1835,False,False,9
0.465,0.37,0.115,0.534,0.261,0.098,0.143,True,False,7
0.5,0.385,0.155,0.762,0.3795,0.161,0.19,True,False,14
0.61,0.365,0.155,1.0765,0.488,0.249,0.27,False,True,9
0.5,0.375,0.14,0.559,0.2375,0.135,0.169,True,False,9
0.61,0.485,0.21,1.3445,0.535,0.2205,0.515,False,False,20
0.33,0.25,0.09,0.197,0.085,0.041,0.0605,False,True,10
0.385,0.295,0.085,0.2535,0.103,0.0575,0.085,True,False,7
0.675,0.525,0.155,1.4785,0.628,0.3405,0.42,False,False,9
0.45,0.365,0.115,0.5885,0.318,0.121,0.1325,False,False,8
0.565,0.44,0.185,0.909,0.344,0.2325,0.255,False,True,15
0.52,0.4,0.125,0.559,0.254,0.139,0.149,False,True,8
0.425,0.325,0.11,0.405,0.1695,0.092,0.1065,True,False,8
0.545,0.44,0.12,0.8565,0.3475,0.1715,0.24,False,True,12
0.6,0.465,0.165,0.8875,0.309,0.246,0.262,False,False,12
0.205,0.155,0.045,0.0495,0.0235,0.011,0.014,True,False,3
0.56,0.425,0.135,0.849,0.3265,0.221,0.2645,False,True,10
0.61,0.485,0.15,1.2405,0.6025,0.2915,0.3085,False,False,12
0.595,0.485,0.145,1.2515,0.5035,0.2925,0.33,False,False,14
0.53,0.395,0.13,0.575,0.247,0.115,0.183,True,False,9
0.735,0.565,0.205,2.1275,0.949,0.46,0.565,False,False,12
0.575,0.45,0.15,0.858,0.449,0.166,0.215,True,False,10
0.62,0.485,0.205,1.219,0.3875,0.2505,0.385,False,True,14
0.57,0.435,0.15,0.8295,0.3875,0.156,0.245,False,False,10
0.36,0.27,0.09,0.1885,0.0845,0.0385,0.055,False,False,5
0.365,0.26,0.115,0.218,0.0935,0.0445,0.07,True,False,9
0.55,0.425,0.13,0.664,0.2695,0.163,0.21,True,False,8
0.375,0.29,0.1,0.276,0.1175,0.0565,0.085,False,True,9
0.48,0.38,0.135,0.528,0.2,0.1395,0.16,False,True,14
0.515,0.395,0.135,0.516,0.2015,0.132,0.162,False,False,9
0.61,0.495,0.185,1.153,0.536,0.2905,0.245,False,False,8
0.405,0.3,0.09,0.269,0.103,0.067,0.11,True,False,6
0.49,0.4,0.145,0.6635,0.21,0.1295,0.2515,False,False,13
0.445,0.345,0.12,0.4035,0.169,0.0825,0.13,True,False,7
0.71,0.56,0.22,2.015,0.9215,0.454,0.566,False,True,11
0.335,0.245,0.09,0.1665,0.0595,0.04,0.06,True,False,6
0.575,0.44,0.16,0.9615,0.483,0.166,0.275,False,True,13
0.59,0.465,0.135,0.9895,0.4235,0.199,0.28,False,True,8
0.475,0.4,0.115,0.541,0.186,0.1025,0.21,False,False,13
0.425,0.34,0.1,0.3515,0.1625,0.082,0.094,True,False,7
0.56,0.43,0.15,0.8825,0.3465,0.172,0.31,False,False,9
0.6,0.47,0.15,0.928,0.4225,0.183,0.275,False,True,8
0.525,0.405,0.13,0.7185,0.3265,0.1975,0.175,False,True,8
0.705,0.56,0.22,1.981,0.8175,0.3085,0.76,False,True,14
0.525,0.4,0.115,0.6295,0.2555,0.144,0.18,False,False,11
0.655,0.535,0.205,1.6445,0.7305,0.3595,0.46,False,True,13
0.505,0.39,0.15,0.685,0.362,0.131,0.156,True,False,8
0.47,0.365,0.12,0.612,0.327,0.15,0.14,False,True,8
0.24,0.185,0.07,0.0715,0.026,0.018,0.025,True,False,6
0.38,0.3,0.1,0.286,0.1305,0.056,0.09,True,False,7
0.36,0.295,0.105,0.241,0.0865,0.053,0.095,False,True,8
0.55,0.435,0.14,0.7995,0.295,0.1905,0.238,True,False,10
0.655,0.515,0.145,1.25,0.5265,0.283,0.315,True,False,15
0.325,0.25,0.055,0.166,0.076,0.051,0.045,True,False,5
0.605,0.435,0.13,0.9025,0.432,0.174,0.26,True,False,11
0.625,0.505,0.185,1.1565,0.52,0.2405,0.3535,False,True,10
0.58,0.455,0.12,1.0735,0.479,0.2735,0.265,False,False,10
0.61,0.45,0.19,1.0805,0.517,0.2495,0.2935,False,True,10
0.32,0.25,0.08,0.1565,0.057,0.034,0.06,True,False,9
0.545,0.425,0.14,0.8145,0.305,0.231,0.244,True,False,10
0.48,0.39,0.145,0.5825,0.2315,0.121,0.255,True,False,15
0.615,0.475,0.155,1.115,0.484,0.2115,0.355,False,False,10
0.68,0.54,0.155,1.534,0.671,0.379,0.384,False,True,10
0.385,0.275,0.115,0.2685,0.0975,0.0825,0.085,False,True,8
0.5,0.41,0.14,0.6615,0.2585,0.1625,0.196,True,False,9
0.66,0.515,0.165,1.4465,0.694,0.298,0.3755,False,True,10
0.515,0.395,0.125,0.5805,0.2365,0.1075,0.19,True,False,9
0.495,0.38,0.145,0.515,0.175,0.098,0.212,True,False,13
0.615,0.525,0.155,1.0385,0.427,0.2315,0.345,False,False,11
0.685,0.545,0.205,1.7925,0.8145,0.416,0.461,False,True,9
0.375,0.29,0.095,0.213,0.096,0.041,0.061,True,False,5
0.645,0.51,0.19,1.363,0.573,0.362,0.36,False,False,10
0.5,0.41,0.15,0.662,0.2815,0.137,0.22,False,True,11
0.405,0.285,0.09,0.2645,0.1265,0.0505,0.075,True,False,6
0.63,0.515,0.16,1.016,0.4215,0.244,0.355,False,True,19
0.7,0.55,0.175,1.4405,0.6565,0.2985,0.375,False,True,12
0.66,0.53,0.185,1.3485,0.493,0.245,0.49,False,False,12
0.7,0.54,0.205,1.74,0.7885,0.373,0.4865,False,True,13
0.545,0.41,0.115,0.6765,0.29,0.158,0.22,False,False,9
0.6,0.465,0.16,1.133,0.466,0.2885,0.298,False,False,11
0.64,0.515,0.205,1.5335,0.6635,0.3345,0.4025,False,False,9
0.59,0.485,0.12,0.911,0.39,0.182,0.29,False,True,16
0.525,0.415,0.15,0.7055,0.329,0.147,0.199,False,False,10
0.61,0.49,0.17,1.137,0.4605,0.2825,0.344,False,False,12
0.46,0.345,0.11,0.3755,0.1525,0.058,0.125,True,False,7
0.465,0.355,0.105,0.442,0.2085,0.0975,0.1185,True,False,7
0.63,0.495,0.2,1.4255,0.659,0.336,0.38,False,False,11
0.525,0.395,0.13,0.7635,0.3375,0.1425,0.225,False,True,8
0.51,0.38,0.13,0.584,0.224,0.1355,0.185,False,False,13
0.27,0.195,0.07,0.106,0.0465,0.018,0.036,False,True,7
0.625,0.465,0.14,1.195,0.4825,0.205,0.4,False,True,13
0.71,0.575,0.215,2.009,0.9895,0.4475,0.502,False,True,11
0.57,0.45,0.17,1.098,0.414,0.187,0.405,False,False,20
0.57,0.46,0.17,1.1,0.4125,0.2205,0.38,False,False,14
0.575,0.45,0.135,0.8715,0.45,0.162,0.225,True,False,10
0.6,0.48,0.18,1.0645,0.4495,0.2455,0.325,False,False,10
0.515,0.39,0.12,0.565,0.235,0.135,0.179,True,False,9
0.575,0.465,0.14,0.958,0.442,0.1815,0.2705,False,False,9
0.53,0.405,0.13,0.6355,0.2635,0.1565,0.185,False,False,9
0.555,0.425,0.14,0.788,0.282,0.1595,0.285,False,False,11
0.465,0.35,0.125,0.482,0.23,0.106,0.1095,False,False,6
0.585,0.46,0.185,0.922,0.3635,0.213,0.285,False,True,10
0.55,0.435,0.11,0.806,0.3415,0.203,0.215,False,True,9
0.365,0.27,0.075,0.2215,0.095,0.0445,0.07,True,False,6
0.45,0.335,0.125,0.349,0.119,0.1055,0.115,False,True,10
0.44,0.345,0.115,0.545,0.269,0.111,0.1305,True,False,6
0.645,0.535,0.19,1.2395,0.468,0.2385,0.424,False,False,10
0.63,0.515,0.17,1.385,0.6355,0.2955,0.38,False,True,11
0.36,0.27,0.085,0.196,0.0905,0.034,0.053,True,False,7
0.565,0.44,0.175,0.9025,0.31,0.193,0.325,False,True,14
0.57,0.42,0.16,0.8875,0.4315,0.1915,0.223,False,False,8
0.65,0.525,0.185,1.622,0.6645,0.3225,0.477,False,True,10
0.655,0.52,0.18,1.492,0.7185,0.36,0.355,False,True,11
0.65,0.545,0.16,1.2425,0.487,0.296,0.48,False,True,15
0.57,0.425,0.13,0.782,0.3695,0.1745,0.1965,False,False,8
0.605,0.455,0.145,0.9775,0.468,0.1775,0.275,False,False,9
0.4,0.31,0.115,0.3465,0.1475,0.0695,0.115,False,False,10
0.435,0.345,0.12,0.3215,0.13,0.056,0.1185,True,False,7
0.545,0.405,0.13,0.658,0.327,0.1445,0.174,True,False,8
0.575,0.445,0.145,0.847,0.415,0.1945,0.22,False,True,9
0.63,0.475,0.15,1.072,0.433,0.2975,0.315,False,False,8
0.61,0.485,0.17,1.0225,0.419,0.2405,0.36,False,True,12
0.605,0.47,0.16,1.1735,0.4975,0.2405,0.345,False,True,12
0.63,0.475,0.15,1.172,0.536,0.254,0.316,False,False,11
0.61,0.47,0.175,1.214,0.5315,0.2835,0.325,False,True,10
0.52,0.415,0.145,0.8045,0.3325,0.1725,0.285,False,False,10
0.625,0.515,0.18,1.3485,0.5255,0.252,0.3925,False,False,14
0.53,0.405,0.12,0.632,0.2715,0.148,0.1875,True,False,9
0.395,0.3,0.09,0.279,0.134,0.049,0.075,True,False,8
0.625,0.47,0.155,1.1955,0.643,0.2055,0.3145,True,False,12
0.42,0.325,0.115,0.354,0.1625,0.064,0.105,True,False,8
0.495,0.4,0.12,0.6605,0.2605,0.161,0.19,False,True,15
0.66,0.535,0.175,1.5175,0.711,0.3125,0.415,False,False,12
0.65,0.525,0.19,1.4995,0.6265,0.4005,0.395,False,True,14
0.45,0.35,0.125,0.4775,0.2235,0.089,0.118,True,False,6
0.66,0.535,0.205,1.4415,0.5925,0.2775,0.49,False,False,10
0.55,0.435,0.17,0.884,0.2875,0.1645,0.28,False,False,14
0.5,0.38,0.11,0.494,0.218,0.09,0.1325,True,False,7
0.655,0.49,0.16,1.204,0.5455,0.2615,0.3225,False,False,9
0.445,0.33,0.105,0.4525,0.18,0.103,0.123,False,False,9
0.5,0.38,0.155,0.6675,0.2745,0.156,0.18,True,False,12
0.52,0.395,0.125,0.5805,0.2445,0.146,0.165,True,False,9
0.4,0.295,0.095,0.252,0.1105,0.0575,0.066,True,False,6
0.58,0.45,0.145,1.137,0.5585,0.22,0.29,False,False,8
0.255,0.195,0.07,0.0735,0.0255,0.02,0.025,True,False,6
0.485,0.385,0.13,0.568,0.2505,0.178,0.154,True,False,7
0.4,0.315,0.105,0.287,0.1135,0.037,0.113,False,True,10
0.43,0.32,0.1,0.3855,0.192,0.0745,0.1,True,False,7
0.495,0.385,0.125,0.585,0.2755,0.1235,0.165,True,False,8
0.375,0.275,0.09,0.218,0.093,0.0405,0.0755,True,False,6
0.735,0.555,0.22,2.333,1.2395,0.3645,0.6195,False,True,12
0.415,0.32,0.115,0.3045,0.1215,0.0735,0.094,True,False,7
0.415,0.325,0.105,0.38,0.1595,0.0785,0.12,False,False,12
0.66,0.505,0.185,1.528,0.69,0.3025,0.441,False,False,11
0.7,0.545,0.215,1.9125,0.8825,0.4385,0.506,False,True,10
0.3,0.235,0.08,0.131,0.05,0.0265,0.043,True,False,4
0.44,0.34,0.105,0.369,0.164,0.08,0.1015,True,False,5
0.655,0.545,0.19,1.4245,0.6325,0.333,0.378,False,True,10
0.47,0.35,0.135,0.567,0.2315,0.1465,0.1525,True,False,11
0.57,0.415,0.13,0.88,0.4275,0.1955,0.238,False,True,13
0.36,0.265,0.09,0.2065,0.078,0.057,0.06,False,False,8
0.635,0.505,0.17,1.2635,0.512,0.322,0.355,False,False,9
0.395,0.31,0.085,0.317,0.153,0.0505,0.0935,True,False,7
0.555,0.395,0.13,0.5585,0.222,0.1245,0.17,True,False,9
0.3,0.22,0.065,0.1195,0.052,0.0155,0.035,True,False,5
0.75,0.57,0.21,2.236,1.109,0.5195,0.545,False,False,11
0.56,0.445,0.155,0.8735,0.3005,0.209,0.275,True,False,16
0.605,0.47,0.14,0.939,0.3385,0.201,0.32,True,False,13
0.49,0.37,0.11,0.538,0.271,0.1035,0.139,True,False,8
0.635,0.5,0.18,1.312,0.529,0.2485,0.485,False,False,18
0.55,0.43,0.14,0.8105,0.368,0.161,0.275,False,False,9
0.61,0.475,0.16,1.1155,0.3835,0.223,0.379,False,False,10
0.275,0.205,0.065,0.101,0.041,0.021,0.034,True,False,5
0.325,0.23,0.09,0.147,0.06,0.034,0.045,False,True,4
0.685,0.565,0.175,1.638,0.7775,0.375,0.438,False,False,11
0.345,0.27,0.095,0.197,0.0665,0.05,0.07,False,True,9
